,Burgers,Calories,Total Fat,Sat Fat,Trans Fat,Chol.,Sodium,Total Carb,Fiber,Sugars,Protein
471,Millenia Malt,500,29,18,0.5,120,160,60,0,51,8
472,Millenia Malt (Double),1010,57,35,1.5,245,310,120,0,102,16
473,Millennium Perk,480,24,13,0,115,330,58,0,47,9
474,Millennium Perk (Double),950,47,26,0,230,660,115,1,94,18
475,Mindy's Mix Up,490,26,15,0,140,420,57,0,40,9
476,Mindy's Mix Up (Double),980,52,30,0,275,840,114,0,79,18
477,MINT Chocolate,430,24,14,0.5,120,150,53,0,46,7
478,MINT Chocolate (Double),860,48,29,1.5,250,300,105,0,92,15
479,Minted Magic,460,26,15,0.5,125,150,57,0,50,8
480,Minted Magic (Double),920,51,31,1.5,250,300,114,0,99,15
481,Missi-chip-pi Fudge,430,24,14,0,125,260,46,0,36,9
482,Missi-chip-pi Fudge (Double),850,47,28,0,255,520,92,0,73,17
483,Mix In Control,490,22,14,0,130,300,65,0,54,10
484,Mix In Control (Double),990,44,27,0,260,600,130,0,108,19
485,Motor City Mix,470,27,16,0,130,260,48,0,46,9
486,Motor City Mix (Double),930,53,32,0,260,510,97,0,91,18
487,Mount Tam Graham,520,29,16,0.5,120,200,63,0,48,8
488,Mount Tam Graham (Double),1040,58,33,1.5,240,390,125,1,96,17
489,Murray Hill Malt,550,31,19,0.5,125,180,62,4,51,10
490,Murray Hill Malt (Double),1100,62,37,1.5,250,350,125,7,102,20
491,Music City 'Mallow,490,25,15,0.5,130,310,62,0,53,8
492,Music City 'Mallow (Double),980,51,30,1.5,255,630,125,0,107,15
493,Natural History Crunch-stellation,460,24,15,0,125,280,55,0,51,8
494,Natural History Crunch-stellation (Double),920,48,30,0,245,570,110,0,101,17
495,NewBERRY,350,17,10,0,110,220,44,0,39,8
496,NewBERRY (Double),710,33,20,0,225,450,88,1,79,16
497,New Castle,570,32,18,0,135,370,63,0,57,9
498,New Castle (Double),1140,65,36,0.5,265,730,126,0,114,17
499,Nothin' But Nets,470,22,13,0,115,300,66,0,50,9
500,Nothin' But Nets (Double),940,44,26,0.5,235,610,131,0,99,17
501,O Town Blend,510,27,15,0,130,500,59,0,54,8
502,O Town Blend (Double),1020,55,29,0,255,990,118,0,109,17
503,Oh Fudge,470,29,17,0.5,130,170,51,0,44,8
504,Oh Fudge (Double),940,58,35,1.5,260,330,103,0,88,16
505,Old Country Rocky Road,520,31,15,0.5,125,150,56,2,47,10
506,Old Country Rocky Road (Double),1030,63,30,1.5,250,300,111,3,94,20
507,One Stop Choc,540,30,17,0.5,140,230,66,0,45,8
508,One Stop Choc (Double),1090,61,35,1.5,280,470,132,0,89,17
509,OrlanDOUGH,510,28,16,0.5,125,170,61,0,51,8
510,OrlanDOUGH (Double),1010,55,32,1.5,255,340,123,0,101,17
511,Pearl & Pecan,530,33,15,0,130,400,51,1,49,9
512,Pearl & Pecan (Double),1060,66,30,0,260,800,103,3,96,18
513,Penthouse Sweet,480,28,17,0.5,140,410,55,0,42,8
514,Penthouse Sweet (Double),960,57,33,1.5,275,830,110,0,85,15
515,Pie Oh My,490,25,13,0,115,320,54,0,44,8
516,Pie Oh My (Double),970,51,26,0,230,640,109,1,88,17
517,Pie Oh My (Roadie)*,1950,101,52,0,460,1290,218,2,175,33
518,Presidential Sweet,470,22,14,0,120,340,59,0,56,9
519,Presidential Sweet (Double),940,45,28,0,245,680,118,1,112,17
520,Pretzel Place,500,29,17,0.5,135,350,56,3,48,8
521,Pretzel Place (Double),1000,57,34,1.5,265,710,113,6,95,16
522,Pretzel the Concrete,540,32,15,0.5,125,250,57,0,47,10
523,Pretzel the Concrete (Double),1070,63,31,1.5,245,510,115,0,94,20
524,Rainbow Connection,460,24,12,0,115,300,53,0,37,9
525,Rainbow Connection (Double),920,48,24,0.5,225,600,105,0,74,19
526,Red Velvet Rock,460,24,13,0,130,380,52,0,45,9
527,Red Velvet Rock (Double),920,48,26,0,265,760,105,0,90,18
528,Revere's Tracks,490,26,16,0,130,410,58,0,54,8
529,Revere's Tracks (Double),970,52,32,0,260,810,117,0,109,16
530,Rittenhouse,440,24,14,0.5,125,150,54,1,46,8
531,Rittenhouse (Double),890,49,29,1.5,250,300,109,1,91,16
532,Royal Sweet,460,22,11,0,110,250,56,0,49,8
533,Royal Sweet (Double),910,45,22,0,225,500,112,0,98,17
534,Royal Treatment,370,16,10,0,110,260,50,0,43,8
535,Royal Treatment (Double),750,33,20,0,225,520,99,0,85,16
536,Salt N' San Diego,390,19,11,0,120,360,49,0,43,8
537,Salt N' San Diego (Double),780,37,23,0,240,710,98,1,86,16
538,Salt N' Sunset,470,25,13,0,120,420,53,0,40,9
539,Salt N' Sunset (Double),930,49,26,0,240,850,106,0,79,18
540,Salted Carame'L',430,22,12,0,115,310,49,0,37,9
541,Salted Carame'L' (Double),860,45,23,0,230,630,99,1,73,18
542,Salted Caramel Crunch - Henderson,460,23,14,0,130,410,58,0,55,8
543,Salted Caramel Crunch (Double) - Henderson,930,46,28,0,160,820,115,0,110,16
544,Salted Caramel Crunch - Kierland Commons,520,29,18,0.5,145,440,59,0,55,7
545,Salted Caramel Crunch (Double) - Kierland Coomons,1040,59,37,1.5,290,880,118,0,110,14
546,Salty Balty,510,29,17,0,135,650,59,0,45,9
547,Salty Balty (Double),1030,58,35,1,270,1310,120,0,91,18
548,Seaport Salt and Malt,550,33,20,1,140,350,60,0,52,8
549,Seaport Salt and Malt (Double),1110,67,40,1.5,280,700,121,0,105,16
550,Seawolf Swirl,430,22,13,0.5,120,260,51,0,42,8
551,Seawolf Swirl (Double),860,43,25,1.5,245,510,101,0,83,17
552,Shack Attack,550,35,21,0.5,130,170,58,0,48,9
553,Shack Attack (Double),1090,69,43,1.5,255,340,116,0,95,18
554,Shack Attack (Roadie)*,2200,140,86,3,520,690,234,0,193,36
555,Shacky Road,520,31,15,0.5,125,150,56,2,47,10
556,Shacky Road (Double),1030,63,30,1.5,250,300,111,3,94,20
557,Shake-ney,490,25,15,0.5,130,310,62,0,53,8
558,Shake-ney (Double),980,51,30,1.5,255,630,125,0,107,15
559,Shark Attack,580,37,21,0.5,125,180,62,0,50,9
560,Shark Attack (Double),1170,74,41,1.5,250,360,123,0,100,18
561,Shell Game,480,25,13,0,115,230,55,1,45,10
562,Shell Game (Double),960,50,27,0,235,460,111,1,90,21
563,Short & Sweet,450,22,13,0,130,380,56,1,46,8
564,Short & Sweet (Double),900,44,27,0,255,760,112,1,93,17
565,Skull and Cones,550,31,18,0,130,240,66,0,53,10
566,Skull and Cones (Double),1100,62,35,1,255,490,131,0,105,19
567,S'More,560,31,18,0.5,120,200,66,0,50,9
568,S'More (Double),1110,63,36,1.5,240,400,132,1,100,18
569,S'more Cookie Dough,520,27,15,0.5,125,210,66,0,52,8
570,S'more Cookie Dough (Double),1040,55,30,1.5,255,420,133,1,104,17
571,S'Mores Please,520,29,16,0.5,120,200,63,0,48,8
572,S'Mores Please (Double),1040,58,33,1.5,240,390,125,1,96,17
573,SMOREScode,470,24,12,0.5,120,220,61,1,46,8
574,SMOREScode (Double),950,48,25,1.5,240,440,122,1,92,16
575,"Snap, Crackle Crete",370,16,10,0,110,260,50,0,43,8
576,"Snap, Crackle Crete (Double)",750,33,20,0,225,520,99,0,85,16
577,Somer Break,470,24,13,0.5,130,350,57,0,50,9
578,Somer Break (Double),950,48,27,1.5,260,700,115,0,100,18
579,Spoon Feed,510,28,15,1,135,370,57,0,50,10
580,Spoon Feed (Double),1020,56,29,2.5,270,740,114,0,100,19
581,Sticky Bun Banana,520,26,16,0,145,520,63,0,54,9
582,Sticky Bun Banana (Double),1030,52,32,0,285,1040,125,1,107,18
583,Strawberry Banana Cone-Crete,360,17,10,0,110,220,45,0,39,8
584,Strawberry Banana Cone-Crete (Double),710,33,20,0,225,450,89,1,78,16
585,Strawberry Banana Crunch,360,17,10,0,110,220,45,0,39,8
586,Strawberry Banana Crunch (Double),710,33,20,0,225,450,89,1,78,16
587,Strawberry Banana Crunchcake,400,20,12,0,120,250,49,0,40,8
588,Strawberry Banana Crunchcake (Double),810,40,24,0,240,490,98,1,80,16
589,Strawberry Country Crunch,360,17,10,0,110,220,45,0,39,8
590,Strawberry Country Crunch (Double),710,33,20,0,225,450,89,1,78,16
591,Strawberry Crunchcake,380,17,10,0,110,230,51,0,46,8
592,Strawberry Crunchcake (Double),770,33,20,0,225,450,103,0,92,16
593,Strawberry Sunset,380,18,10,0.5,110,220,47,0,41,8
594,Strawberry Sunset (Double),760,36,21,1.5,225,450,94,0,81,16
595,Strike Cone,520,28,17,0,125,260,65,0,54,10
596,Strike Cone (Double),1040,55,33,0,245,530,131,0,108,20
597,Summerlin S'more,440,23,13,0.5,125,170,54,0,45,7
598,Summerlin S'more (Double),870,47,27,1.5,245,340,108,0,91,15
599,Takes the CupCAKE,540,30,16,1,130,330,61,0,53,9
600,Takes the CupCAKE (Double),1070,61,32,2,260,650,122,0,105,18
601,"The ""U"" Malt",500,28,17,0.5,130,200,580,0,50,9
602,"The ""U"" Malt (Double)",990,56,34,1.5,265,410,116,0,101,18
603,The Breakfast Club,410,20,12,0,120,380,50,0,43,8
604,The Breakfast Club (Double),820,40,23,0,245,750,99,1,86,16
605,The Concrete Jungle - Buckhead,460,25,13,0,115,230,52,0,45,9
606,The Concrete Jungle (Double) - Buckhead,910,50,26,0,230,470,103,1,90,18
607,The Concrete Jungle - MSP,450,25,13,0,115,240,48,0,43,9
608,The Concrete Jungle (Double) - MSP,910,51,27,0,235,480,97,1,86,17
609,The Empire Shacks Back,430,23,12,0,120,370,49,0,42,8
610,The Empire Shacks Back (Double),840,45,24,0,235,700,96,0,82,16
611,The Great Escape,380,19,11,0,115,240,45,0,40,8
612,The Great Escape (Double),760,38,21,0,225,480,90,0,81,16
613,The Great White Way,370,16,10,0,110,260,50,0,43,8
614,The Great White Way (Double),750,33,20,0,225,520,99,0,85,16
615,Tinseltown Toffee,540,33,21,1,140,340,58,0,51,8
616,Tinseltown Toffee (Double),1080,66,41,1.5,280,680,116,0,101,15
617,Toffee Takeoff,520,27,17,0,140,480,61,0,57,8
618,Toffee Takeoff (Double),1030,55,34,0.5,280,960,122,0,115,16
619,Township Toffee,530,30,18,0.5,145,450,62,0,57,7
620,Township Toffee (Double),1070,59,37,1.5,290,900,124,0,114,15
621,Uchi-Koncrete,490,24,14,0,135,390,60,0,33,9
622,Uchi-Koncrete (Double),980,48,28,0,265,780,120,0,66,19
623,Valley Forge Freeze,490,29,18,1,140,730,56,0,50,7
624,Valley Forge Freeze (Double),980,58,35,1.5,280,1470,111,0,100,14
625,Vice Crispy Treat,370,16,10,0,110,260,50,0,43,8
626,Vice Crispy Treat (Double),750,33,20,0,225,520,99,0,85,18
627,Vietnamese Coffee and Donuts,470,23,13,0,115,330,56,0,46,9
628,Vietnamese Coffee and Donuts (Double),930,47,26,0,230,660,112,0,93,18
629,Washington Monu-Mint,430,24,14,0.5,125,150,53,0,46,7
630,Washington Monu-Mint (Double),860,48,29,1.5,250,300,105,0,92,15
631,West U-Nicorn,430,21,12,0,120,380,52,0,47,8
632,West U-Nicorn (Double),850,42,24,0,240,750,104,0,95,16
633,West Slide,480,24,11,0,145,310,60,0,53,9
634,West Slide (Double),970,48,22,0,285,620,120,1,106,17
635,Westberry,440,18,10,0,110,330,62,0,45,9
636,Westberry (Double),880,35,20,0,225,650,124,1,90,18
637,Whoopie Pie Oh My,480,25,13,0,130,330,57,0,51,9
638,Whoopie Pie Oh My (Double),960,50,26,0,255,650,115,0,103,17
639,Wicked Crunchie,470,20,11,0,120,460,66,0,49,9
640,Wicked Crunchie (Double),950,39,23,0,240,920,132,0,98,19
641,Winter's Wonderland,370,16,10,0,110,260,50,0,43,8
642,Winter's Wonderland (Double),750,33,20,0,225,520,99,0,85,16
643,Wolverine Dream,490,20,10,0,110,310,67,1,51,9
644,Wolverine Dream (Double),970,41,20,0,225,620,134,2,101,19
645,World's Fare,370,16,10,0,110,260,50,0,43,8
649,Almonds,80,7,0.5,0,0,0,3,2,1,3
651,Almond Sable (Ir's Delicious Desserts),80,4.5,1.5,0,0,50,8,0,3,1
653,Amarena Cherries,40,0,0,0,0,0,9,0,8,0
655,Apple Fritter (Randy's Donuts),45,3,1,0,0,45,5,0,1,1
656,Banana Bread,50,3,0,0,5,30,6,0,3,1
657,Banana Bread Donut (Glazed and Confused),35,1,0,0,0,45,6,0,2,1
658,Bananas,10,0,0,0,0,0,3,0,2,0
660,Bananas Foster Cupcake (Sugar Ray's Bakery),150,6,2,0,20,150,23,0,16,1
661,Bee Sting Bar (Baked & Wired),70,3.5,1.5,0,5,40,9,0,4,1
663,Belgian Waffle,45,2,0,0,5,50,6,0,2,1
665,Black Magic Brownie (Zingerman's),60,2.5,0.5,0,0,40,9,0,5,1
667,Brownie (Mark's Bake Shoppe),70,4,1,0,10,50,7,0,5,1
669,Brownie (Rocket Baby Bakery),60,2.5,0.5,0,5,40,9,0,5,1
671,Brownie (Mindy's Hot Chocolate),60,3,1.5,0,15,20,8,0,6,1
673,Brownie (Baked & Wired),50,2,0,0,10,35,8,0,6,1
675,Cacao Nibs,90,7,4,0,0,10,4,4,0,2
677,Café Sua Da Marshmallow Sauce (Greenway),40,0,0,0,0,0,10,0,8,0
679,Cannoli Shell (Termini Bros.),50,2.5,1,0,5,0,7,0,2,1
681,Cannoli Shell (High Street on Hudson),50,3,1,0,10,0,8,0,3,1
683,Carrot Cake (UB Preserv),100,5,0,0,20,45,12,1,5,1
684,Chocolate Cake Donut (Du's Donuts),60,3,0.5,0,10,30,8,0,4,1
685,Chocolate Chip Cookie (Baked NYC),70,4,2,0,10,8,8,0,5,1
686,Chocolate Chip Cookie (Baked and Wired),60,3,2,0,5,45,8,0,5,1
688,Chocolate Chip Cookie (Winslow's Bakery),70,4,2,0,5,65,9,0,6,1
689,Chocolate Chip Seasalt Cookie (Mindy's Hot Chocolate),60,3,2,0,10,70,9,0,6,1
691,Chocolate Cloud Cookie (Baked),70,3.5,2,0,10,30,9,0,9,1
693,Chocolate Covered Pretzels,70,2.5,1,0,0,70,10,0,5,1
695,Chocolate Crunch Cupcake (Cupcakery),50,3,1,0,5,50,7,0,6,0
697,Chocolate Crunchies (Valrhona),70,4.5,3,0,0,0,6,0,6,1
699,Chocolate Fudge Brownie (Milk & Cookies),60,3,2,0,15,20,8,0,6,1
701,Chocolate Sprinkles,60,3,2,0,0,5,9,0,7,1
703,Chocolate Toffee,80,4.5,3,0,10,70,9,0,8,0
705,Chocolate Truffle Cookie Dough,50,3,2,0,5,15,7,1,5,1
707,Cinnamon Fudge Sauce,50,3.5,2,0,5,20,4,0,3,1
709,Cinnamon Marshmallow Sauce,40,0,0,0,0,25,10,0,9,0
711,Cinnamon Sugar,50,0,0,0,0,0,13,2,10,0
713,Citrus Marinated Raspberries,15,0,0,0,0,0,4,1,3,0
715,Cocoa Powder,20,1,1,0,0,35,1,1,1,1
717,Coffee Beans,0,0,0,0,0,0,0,0,0,0
719,Coffee Marshmallow Sauce,40,0,0,0,0,0,10,0,8,0
721,Condensed Milk,45,1,1,0,5,20,8,0,8,1
723,Cookie Butter,80,6,1,0,0,25,8,0,5,1
725,COP Donut (Morningstar),60,4,2,0,5,55,6,0,2,1
727,Couch Potato Cookie Dough (Fluff Bake Bar),140,8,4,0,20,95,16,0,15,2
729,Crispy Crunchies,50,0,0,0,0,130,12,0,1,1
731,Dark Chocolate Chunks (Askinosie Chocolate),80,5,3.5,0,0,0,7,3,4,1
732,Dark Chocolate Chunks (Dandelion),70,5,3,0,0,0,7,0,4,1
733,Dark Chocolate Chunks (Mast Brothers),80,6,4,0,0,5,7,2,4,1
734,Dark Chocolate Chunks (Taza),80,4.5,3.5,0,0,0,7,1,4,1
735,Dark Chocolate Chunks (Theo's),80,6,4,0,0,5,7,2,4,1
736,Dark Chocolate Chunks (Zak's),70,5,3,0,0,0,7,0,4,1
737,Dark Chocolate Cookie (Warm Belly),70,4,3,0,15,30,8,0,6,1
738,Devil's Food Cake (Fluff Bake Bar),45,2,0,0,10,70,7,0,4,1
739,Devil's Food Cake (It's Delicious Desserts),90,3.5,1,0,20,140,13,0,8,1
740,Donut (Doughnut Plant),60,3,1,0,0,50,6,1,4,1
741,Double Chocolate Chip Cookie (BIRD Bakery),60,3.5,1.5,0,0,30,9,0,5,1
742,"Double Concrete, Chocolate",680,42,25,1.5,240,260,70,3,64,13
743,"Double Concrete, Vanilla",610,33,20,0,225,380,67,3,66,15
744,"Double Concrete, Vanilla and Chocolate",650,37,22,0.5,235,320,69,2,65,14
745,Dulce De Leche Brownie (Zingerman's),60,3.5,0.5,0.5,10,75,7,0,5,1
746,French Toast Donut (Federal Donuts),60,3.5,1.5,0,0,75,7,1,3,1
747,Frosted Butter Cake (Make My Cake),50,2.5,0,0,10,40,8,0,6,0
748,Fudge Sauce,50,3.5,2,0,5,20,4,0,3,1
749,Glazed Donut (North Lime Donuts),60,3,1,0,0,50,6,1,5,1
750,Graham Crackers,60,2,0,0,0,55,10,0,3,1
751,Graham Crackers (Pollystyle),50,2,1,0,5,50,8,0,4,1
752,Ginger Chocolate Chip Cookie Dough (Sono Baking Company),60,3,1,0,10,45,9,0,5,1
753,Gooey Butter Cake (Park Ave. Coffee),50,2.5,1,0,15,30,8,1,6,1
754,Hazelnut Brown Butter Streusel (Milk and Cookies),70,5,2,0,6,25,9,0,4,1
755,Kitchen Sink Cookie (Mindy's Hot Chocolate),60,3,1.5,0,5,45,8,0,5,1
756,Lemon Curd,45,1.5,1,0,20,0,8,0,5,0
757,Lemon Ricotta,40,1.5,1,0,5,10,5,0,5,1
758,Macaron Shells (Bakery Lorraine),60,2.5,3,0,0,10,8,0,6,1
759,Malt Caramel (Bon Bon Bon),70,4.5,2.5,0,5,10,6,0,5,1
760,Malted Marshmallow Sauce,35,0,0,0,0,15,9,0,8,0
761,Maple Bacon Donut (Astro Donuts),50,2.5,1,0,15,100,4,0,1,2
762,Marshmallow Sauce,40,0,0,0,0,0,10,0,9,0
763,Matcha Green Tea Powder,40,0,0,0,0,0,0,0,0,14
764,Minted Marshmallow Sauce,40,0,0,0,0,0,10,0,9,0
765,Mint White Chocolate Ganache (Chocopologie),70,4,3,0,5,10,9,0,9,1
766,Miso Huckleberry Hazelnut Blondie (Uchi),60,3,1.5,0,10,10,8,0,6,1
767,Nutella Pretzel Cookie (Mark's Bake Shoppe),80,4.5,1,0,10,40,9,0,3,1
768,Old Fashioned Doughnut (Doughnut Plant),60,3.5,1.5,0,5,55,7,0,3,1
769,Old Fashioned Buttermilk Vanilla Donut (Kettle Glazed),50,2,1,0,5,50,7,0,4,1
770,Old Fashioned Donut (Do Rite),70,4.5,2,0,0,70,7,0,3,1
771,Pecan Shortbread (Scratch Baking),80,4.5,1.5,0,0,50,8,0,3,1
772,Pecan Sticky Bun (Balthazar),50,3,2,0,10,30,6,0,3,1
773,Pecans,100,10,1,0,0,0,2,1,1,1
774,Pistachios,80,6,1,0,0,0,4,1,1,3
775,Potato Chips (Route 11),80,4.5,0,0,0,55,8,0,0,1
776,Rainbow Sprinkles,70,3,1,1.5,0,0,11,0,7,0
777,Red Velvet Cake (South End Buttery),50,2.5,0,0,10,55,6,0,4,1
778,Red Velvet Cake (The Cupcakery),50,2.5,1,0,5,60,6,0,4,1
779,Salted Caramel Chocolate Brownie (Larder Baking Company),60,3.5,0.5,0.5,10,75,7,0,5,1
780,Salted Caramel Sauce,45,2,1.5,0,5,135,7,0,7,0
781,Salted Crunch Dark Chocolate Brownie (Southport Grocery & Caf,130,7,1.5,1,20,150,15,0,10,1
782,Seasonal Pie,45,2.5,1,0,5,35,5,0,3,0
783,Shortbread Cookie,70,3.5,2,0,10,55,9,0,3,1
784,Shortbread (Pollystyle),70,3.5,1,0,0,50,9,0,3,1
785,"Single Concrete, Chocolate",340,21,12,0.5,120,130,35,2,32,6
786,"Single Concrete, Vanilla",310,16,10,0,110,190,33,0,33,7
787,"Single Concrete, Vanilla and Chocolate",320,19,11,0,115,160,34,1,32,7
788,Snickerdoodle (Lady Lexis),120,5,2,0,20,90,17,0,9,1
789,Strawberry Cupcake (Sugar Ray's),45,2,0.5,0,5,45,6,0,4,0
790,Strawberry Jam,35,0,0,0,0,0,9,0,8,0
791,Strawberry Purée,10,0,0,0,0,0,3,0,2,0
792,Strawberry & Rose Geranium Jam (Sqirl),25,0,0,0,0,0,6,0,5,0
793,Toffee Shortbread (Pollystyle),70,4,2,0,0,45,8,0,3,1
794,Triple Chocolate Sea Salt Cookie (Luna Baking Company),60,3,2,0,5,90,8,0,6,1
795,Unicorn Bait Cookie Dough (Fluff Bake Bar),60,2.5,1,0,0,55,9,0,4,1
796,Vanilla Glazed Donut (Astro Donuts),60,3.5,1.5,0,5,55,7,0,3,1
797,Walnut Sable Cookie (Balthazar),70,3.5,1.5,0,5,65,8,0,4,1
798,Walnuts,90,9,1,0,0,0,2,1,0,2
799,White Peach Puree,10,0,0,0,0,0,3,0,3,0
800,Whole Wheat Chocolate Chip Walnut Cookie (Manresa),70,4,2,0,10,50,8,1,6,1
806,Shack-made Lemonade Small,160,0,0,0,0,10,43,0,40,0
808,Shack-made Lemonade Large,270,0,0,0,0,15,70,0,66,0
814,Fresh Brewed Iced Tea Small,5,0,0,0,0,10,1,0,0,0
816,Fresh Brewed Iced Tea Large,5,0,0,0,0,15,2,0,0,0
818,Fresh Brewed Sweetened Iced Tea Small,110,0,0,0,0,10,28,0,27,0
820,Fresh Brewed Sweetened Iced Tea Large,170,0,0,0,0,15,45,0,44,0
822,Fifty-Fifty Small,80,0,0,0,0,10,22,0,20,0
824,Fifty-Fifty Large,140,0,0,0,0,15,36,0,33,0
826,Coke Small,140,0,0,0,0,45,39,0,39,0
828,Coke Large,210,0,0,0,0,65,58,0,58,0
830,Diet Coke Small,0,0,0,0,0,40,0,0,0,0
832,Diet Coke Large,0,0,0,0,0,60,0,0,0,0
834,Coke Zero Small,0,0,0,0,0,40,0,0,0,0
836,Coke Zero Large,0,0,0,0,0,60,0,0,0,0
838,Sprite Small,140,0,0,0,0,30,36,0,32,0
840,Sprite Large,240,0,0,0,0,55,60,0,53,0
842,Fanta Orange Small,160,0,0,0,0,60,45,0,44,0
844,Fanta Orange Large,240,0,0,0,0,90,67,0,66,0
846,Fanta Grape Small,180,0,0,0,0,35,49,0,49,0
848,Fanta Grape Large,270,0,0,0,0,55,73,0,73,0
850,Dr. Pepper Small,150,0,0,0,0,60,40,0,38,0
852,Dr. Pepper Large,220,0,0,0,0,90,59,0,58,0
854,Diet Dr. Pepper Small*,0,0,0,0,0,60,0,0,0,0
856,Diet Dr. Pepper Large*,0,0,0,0,0,90,0,0,0,0
858,Crush Small*,160,0,0,0,0,70,43,0,43,0
860,Crush Large*,240,0,0,0,0,110,65,0,64,0
862,Diet Pepsi Small*,0,0,0,0,0,35,0,0,0,0
864,Diet Pepsi Large*,0,0,0,0,0,55,0,0,0,0
866,Mist TWST Small*,140,0,0,0,0,35,39,0,39,0
868,Mist TWST Large*,220,0,0,0,0,50,58,0,58,0
870,Mountain Dew Small*,170,0,0,0,0,65,46,0,46,0
872,Mountain Dew Large*,260,0,0,0,0,95,69,0,69,0
874,Diet Mountain Dew Small*,5,0,0,0,0,50,1,0,1,0
876,Diet Mountain Dew Large*,10,0,0,0,0,75,1,0,1,0
878,Pepsi Small*,150,0,0,0,0,35,41,0,41,0
880,Pepsi Large*,220,0,0,0,0,50,62,0,62,0
882,PepsiMAX Small*,0,0,0,0,0,40,0,0,0,0
884,PepsiMAX Large*,0,0,0,0,0,60,0,0,0,0
886,Abita Root Beer Bottle,180,0,0,0,0,16,44,0,38,0
888,Abita Root Beer Small,165,0,0,0,0,15,40,0,35,0
890,Abita Root Beer Large,265,0,0,0,0,24,66,0,57,0
892,Stumptown Cold Brew,5,0,0,0,0,5,0,0,0,0
894,Stumptown Cold Brew Nitro*,5,0,0,0,0,5,0,0,0,0
896,Stumptown Cold Brew Float*,280,15,9,0,100,180,30,0,30,7
898,Orange Juice,165,0,0,0,0,12,41,2,30,3
900,Honest Kids Apple Juice,40,0,0,0,0,0,10,0,9,0
902,SHACK2O,0,0,0,0,0,0,0,0,0,0
907,Brooklyn Brewery ShackMeister Ale (16oz. Draft),210,0,0,0,0,0,17,0,0,2
909,Brooklyn Brewery ShackMeister Ale (24oz. Draft),310,0,0,0,0,0,25,0,0,4
911,Brooklyn Brewery ShackMeister Ale (32oz. Draft),420,0,0,0,0,0,33,0,0,5
913,Brooklyn Brewery ShackMeister Ale (60oz. Draft),780,0,0,0,0,0,62,0,0,9
915,Beer Float,490,15,9,0,100,190,52,0,30,8
916,Shack White (6oz),140,0,0,0,0,0,4,0,0,0
917,Shack White Bottle (750 ml),600,0,0,0,0,0,15,0,0,1
918,Shack Red (6 oz),150,0,0,0,0,0,5,0,0,0
919,Shack Red Bottle (750 ml),620,0,0,0,0,0,19,0,0,1
920,Prosecco (375 ml),310,0,0,0,0,20,10,0,4,0
921,Scarpetta (6oz),140,0,0,0,0,10,4,0,2,0
922,Gotham Red Can,210,0,0,0,0,10,6,0,0,0
923,Gotham White Can,200,0,0,0,0,10,5,0,0,0
924,Gotham Rosé Can,210,0,0,0,0,10,9,0,0,1